Freq.	V(clh)
3.45814892523151e+002	(-5.88128514810167e+001dB,1.38302627631626e+002°)
3.47015474860832e+002	(-5.87654998624582e+001dB,1.38398274060305e+002°)
3.48220225318454e+002	(-5.87180968391879e+001dB,1.38493862134855e+002°)
3.49429158366682e+002	(-5.86706424606469e+001dB,1.38589390693768e+002°)
3.50642288526419e+002	(-5.86231367774060e+001dB,1.38684858578360e+002°)
3.51859630368979e+002	(-5.85755798411597e+001dB,1.38780264632836e+002°)
3.53081198516267e+002	(-5.85279717047221e+001dB,1.38875607704354e+002°)
3.54307007640949e+002	(-5.84803124220208e+001dB,1.38970886643078e+002°)
3.55537072466633e+002	(-5.84326020480922e+001dB,1.39066100302245e+002°)
3.56771407768042e+002	(-5.83848406390755e+001dB,1.39161247538223e+002°)
3.58010028371194e+002	(-5.83370282522080e+001dB,1.39256327210571e+002°)
3.59252949153579e+002	(-5.82891649458187e+001dB,1.39351338182094e+002°)
3.60500185044337e+002	(-5.82412507793229e+001dB,1.39446279318908e+002°)
3.61751751024440e+002	(-5.81932858132167e+001dB,1.39541149490494e+002°)
3.63007662126869e+002	(-5.81452701090708e+001dB,1.39635947569755e+002°)
3.64267933436796e+002	(-5.80972037295246e+001dB,1.39730672433076e+002°)
3.65532580091765e+002	(-5.80490867382800e+001dB,1.39825322960378e+002°)
3.66801617281874e+002	(-5.80009192000957e+001dB,1.39919898035176e+002°)
3.68075060249955e+002	(-5.79527011807805e+001dB,1.40014396544631e+002°)
3.69352924291763e+002	(-5.79044327471873e+001dB,1.40108817379611e+002°)
3.70635224756153e+002	(-5.78561139672065e+001dB,1.40203159434740e+002°)
3.71921977045270e+002	(-5.78077449097597e+001dB,1.40297421608454e+002°)
3.73213196614728e+002	(-5.77593256447931e+001dB,1.40391602803056e+002°)
3.74508898973802e+002	(-5.77108562432707e+001dB,1.40485701924765e+002°)
3.75809099685610e+002	(-5.76623367771677e+001dB,1.40579717883774e+002°)
3.77113814367301e+002	(-5.76137673194637e+001dB,1.40673649594295e+002°)
3.78423058690244e+002	(-5.75651479441360e+001dB,1.40767495974615e+002°)
3.79736848380213e+002	(-5.75164787261524e+001dB,1.40861255947148e+002°)
3.81055199217580e+002	(-5.74677597414641e+001dB,1.40954928438478e+002°)
3.82378127037502e+002	(-5.74189910669990e+001dB,1.41048512379416e+002°)
3.83705647730111e+002	(-5.73701727806542e+001dB,1.41142006705046e+002°)
3.85037777240706e+002	(-5.73213049612888e+001dB,1.41235410354772e+002°)
3.86374531569944e+002	(-5.72723876887169e+001dB,1.41328722272368e+002°)
3.87715926774031e+002	(-5.72234210436997e+001dB,1.41421941406023e+002°)
3.89061978964920e+002	(-5.71744051079384e+001dB,1.41515066708391e+002°)
3.90412704310495e+002	(-5.71253399640670e+001dB,1.41608097136633e+002°)
3.91768119034776e+002	(-5.70762256956438e+001dB,1.41701031652466e+002°)
3.93128239418106e+002	(-5.70270623871448e+001dB,1.41793869222202e+002°)
3.94493081797349e+002	(-5.69778501239554e+001dB,1.41886608816802e+002°)
3.95862662566088e+002	(-5.69285889923627e+001dB,1.41979249411908e+002°)
3.97236998174820e+002	(-5.68792790795480e+001dB,1.42071789987894e+002°)
3.98616105131153e+002	(-5.68299204735785e+001dB,1.42164229529907e+002°)
4.00000000000006e+002	(-5.67805132633998e+001dB,1.42256567027904e+002°)
4.01388699403807e+002	(-5.67310575388276e+001dB,1.42348801476700e+002°)
4.02782220022693e+002	(-5.66815533905397e+001dB,1.42440931876002e+002°)
4.04180578594711e+002	(-5.66320009100682e+001dB,1.42532957230453e+002°)
4.05583791916018e+002	(-5.65824001897911e+001dB,1.42624876549669e+002°)
4.06991876841081e+002	(-5.65327513229242e+001dB,1.42716688848278e+002°)
4.08404850282883e+002	(-5.64830544035127e+001dB,1.42808393145959e+002°)
4.09822729213127e+002	(-5.64333095264232e+001dB,1.42899988467475e+002°)
4.11245530662433e+002	(-5.63835167873353e+001dB,1.42991473842716e+002°)
4.12673271720550e+002	(-5.63336762827331e+001dB,1.43082848306730e+002°)
4.14105969536557e+002	(-5.62837881098970e+001dB,1.43174110899758e+002°)
4.15543641319072e+002	(-5.62338523668950e+001dB,1.43265260667272e+002°)
4.16986304336455e+002	(-5.61838691525742e+001dB,1.43356296660008e+002°)
4.18433975917018e+002	(-5.61338385665528e+001dB,1.43447217933995e+002°)
4.19886673449233e+002	(-5.60837607092108e+001dB,1.43538023550592e+002°)
4.21344414381941e+002	(-5.60336356816820e+001dB,1.43628712576521e+002°)
4.22807216224559e+002	(-5.59834635858448e+001dB,1.43719284083892e+002°)
4.24275096547293e+002	(-5.59332445243141e+001dB,1.43809737150241e+002°)
4.25748072981350e+002	(-5.58829786004322e+001dB,1.43900070858553e+002°)
4.27226163219147e+002	(-5.58326659182603e+001dB,1.43990284297299e+002°)
4.28709385014524e+002	(-5.57823065825696e+001dB,1.44080376560455e+002°)
4.30197756182958e+002	(-5.57319006988326e+001dB,1.44170346747540e+002°)
4.31691294601777e+002	(-5.56814483732142e+001dB,1.44260193963636e+002°)
4.33190018210377e+002	(-5.56309497125629e+001dB,1.44349917319416e+002°)
4.34693945010430e+002	(-5.55804048244020e+001dB,1.44439515931172e+002°)
4.36203093066110e+002	(-5.55298138169207e+001dB,1.44528988920840e+002°)
4.37717480504303e+002	(-5.54791767989651e+001dB,1.44618335416023e+002°)
4.39237125514827e+002	(-5.54284938800292e+001dB,1.44707554550015e+002°)
4.40762046350651e+002	(-5.53777651702464e+001dB,1.44796645461826e+002°)
4.42292261328114e+002	(-5.53269907803801e+001dB,1.44885607296201e+002°)
4.43827788827145e+002	(-5.52761708218148e+001dB,1.44974439203649e+002°)
4.45368647291481e+002	(-5.52253054065471e+001dB,1.45063140340454e+002°)
4.46914855228895e+002	(-5.51743946471771e+001dB,1.45151709868706e+002°)
4.48466431211411e+002	(-5.51234386568986e+001dB,1.45240146956314e+002°)
4.50023393875531e+002	(-5.50724375494909e+001dB,1.45328450777026e+002°)
4.51585761922460e+002	(-5.50213914393093e+001dB,1.45416620510453e+002°)
4.53153554118327e+002	(-5.49703004412759e+001dB,1.45504655342079e+002°)
4.54726789294413e+002	(-5.49191646708711e+001dB,1.45592554463285e+002°)
4.56305486347377e+002	(-5.48679842441242e+001dB,1.45680317071361e+002°)
4.57889664239481e+002	(-5.48167592776042e+001dB,1.45767942369526e+002°)
4.59479341998821e+002	(-5.47654898884110e+001dB,1.45855429566940e+002°)
4.61074538719553e+002	(-5.47141761941664e+001dB,1.45942777878720e+002°)
4.62675273562122e+002	(-5.46628183130047e+001dB,1.46029986525954e+002°)
4.64281565753496e+002	(-5.46114163635638e+001dB,1.46117054735716e+002°)
4.65893434587390e+002	(-5.45599704649764e+001dB,1.46203981741075e+002°)
4.67510899424506e+002	(-5.45084807368604e+001dB,1.46290766781111e+002°)
4.69133979692759e+002	(-5.44569472993103e+001dB,1.46377409100924e+002°)
4.70762694887515e+002	(-5.44053702728879e+001dB,1.46463907951646e+002°)
4.72397064571820e+002	(-5.43537497786133e+001dB,1.46550262590451e+002°)
4.74037108376641e+002	(-5.43020859379561e+001dB,1.46636472280565e+002°)
4.75682846001096e+002	(-5.42503788728260e+001dB,1.46722536291273e+002°)
4.77334297212697e+002	(-5.41986287055638e+001dB,1.46808453897931e+002°)
4.78991481847579e+002	(-5.41468355589328e+001dB,1.46894224381971e+002°)
4.80654419810748e+002	(-5.40949995561093e+001dB,1.46979847030906e+002°)
4.82323131076312e+002	(-5.40431208206741e+001dB,1.47065321138344e+002°)
4.83997635687725e+002	(-5.39911994766030e+001dB,1.47150646003985e+002°)
4.85677953758027e+002	(-5.39392356482582e+001dB,1.47235820933632e+002°)
4.87364105470085e+002	(-5.38872294603794e+001dB,1.47320845239195e+002°)
4.89056111076836e+002	(-5.38351810380744e+001dB,1.47405718238693e+002°)
4.90753990901530e+002	(-5.37830905068109e+001dB,1.47490439256258e+002°)
4.92457765337975e+002	(-5.37309579924070e+001dB,1.47575007622141e+002°)
4.94167454850780e+002	(-5.36787836210228e+001dB,1.47659422672710e+002°)
4.95883079975603e+002	(-5.36265675191509e+001dB,1.47743683750452e+002°)
4.97604661319396e+002	(-5.35743098136085e+001dB,1.47827790203981e+002°)
4.99332219560653e+002	(-5.35220106315278e+001dB,1.47911741388027e+002°)
5.01065775449660e+002	(-5.34696701003475e+001dB,1.47995536663448e+002°)
5.02805349808740e+002	(-5.34172883478042e+001dB,1.48079175397219e+002°)
5.04550963532508e+002	(-5.33648655019234e+001dB,1.48162656962439e+002°)
5.06302637588121e+002	(-5.33124016910109e+001dB,1.48245980738325e+002°)
5.08060393015525e+002	(-5.32598970436444e+001dB,1.48329146110209e+002°)
5.09824250927714e+002	(-5.32073516886642e+001dB,1.48412152469540e+002°)
5.11594232510980e+002	(-5.31547657551652e+001dB,1.48494999213874e+002°)
5.13370359025171e+002	(-5.31021393724881e+001dB,1.48577685746877e+002°)
5.15152651803939e+002	(-5.30494726702108e+001dB,1.48660211478316e+002°)
5.16941132255006e+002	(-5.29967657781398e+001dB,1.48742575824054e+002°)
5.18735821860413e+002	(-5.29440188263019e+001dB,1.48824778206049e+002°)
5.20536742176783e+002	(-5.28912319449357e+001dB,1.48906818052341e+002°)
5.22343914835576e+002	(-5.28384052644829e+001dB,1.48988694797051e+002°)
5.24157361543355e+002	(-5.27855389155802e+001dB,1.49070407880375e+002°)
5.25977104082038e+002	(-5.27326330290511e+001dB,1.49151956748569e+002°)
5.27803164309167e+002	(-5.26796877358969e+001dB,1.49233340853950e+002°)
5.29635564158168e+002	(-5.26267031672891e+001dB,1.49314559654879e+002°)
5.31474325638614e+002	(-5.25736794545610e+001dB,1.49395612615761e+002°)
5.33319470836489e+002	(-5.25206167291991e+001dB,1.49476499207028e+002°)
5.35171021914454e+002	(-5.24675151228355e+001dB,1.49557218905130e+002°)
5.37029001112115e+002	(-5.24143747672392e+001dB,1.49637771192530e+002°)
5.38893430746286e+002	(-5.23611957943085e+001dB,1.49718155557687e+002°)
5.40764333211260e+002	(-5.23079783360626e+001dB,1.49798371495047e+002°)
5.42641730979078e+002	(-5.22547225246338e+001dB,1.49878418505032e+002°)
5.44525646599799e+002	(-5.22014284922596e+001dB,1.49958296094026e+002°)
5.46416102701768e+002	(-5.21480963712742e+001dB,1.50038003774362e+002°)
5.48313121991891e+002	(-5.20947262941016e+001dB,1.50117541064312e+002°)
5.50216727255907e+002	(-5.20413183932468e+001dB,1.50196907488069e+002°)
5.52126941358662e+002	(-5.19878728012884e+001dB,1.50276102575735e+002°)
5.54043787244380e+002	(-5.19343896508713e+001dB,1.50355125863307e+002°)
5.55967287936945e+002	(-5.18808690746980e+001dB,1.50433976892663e+002°)
5.57897466540172e+002	(-5.18273112055218e+001dB,1.50512655211542e+002°)
5.59834346238089e+002	(-5.17737161761389e+001dB,1.50591160373533e+002°)
5.61777950295209e+002	(-5.17200841193807e+001dB,1.50669491938057e+002°)
5.63728302056818e+002	(-5.16664151681064e+001dB,1.50747649470351e+002°)
5.65685424949249e+002	(-5.16127094551956e+001dB,1.50825632541449e+002°)
5.67649342480164e+002	(-5.15589671135408e+001dB,1.50903440728167e+002°)
5.69620078238839e+002	(-5.15051882760399e+001dB,1.50981073613084e+002°)
5.71597655896448e+002	(-5.14513730755891e+001dB,1.51058530784527e+002°)
5.73582099206342e+002	(-5.13975216450755e+001dB,1.51135811836544e+002°)
5.75573432004339e+002	(-5.13436341173698e+001dB,1.51212916368897e+002°)
5.77571678209009e+002	(-5.12897106253194e+001dB,1.51289843987032e+002°)
5.79576861821962e+002	(-5.12357513017408e+001dB,1.51366594302066e+002°)
5.81589006928135e+002	(-5.11817562794132e+001dB,1.51443166930766e+002°)
5.83608137696081e+002	(-5.11277256910706e+001dB,1.51519561495524e+002°)
5.85634278378261e+002	(-5.10736596693957e+001dB,1.51595777624344e+002°)
5.87667453311335e+002	(-5.10195583470123e+001dB,1.51671814950815e+002°)
5.89707686916452e+002	(-5.09654218564790e+001dB,1.51747673114092e+002°)
5.91755003699546e+002	(-5.09112503302818e+001dB,1.51823351758875e+002°)
5.93809428251631e+002	(-5.08570439008277e+001dB,1.51898850535384e+002°)
5.95870985249092e+002	(-5.08028027004381e+001dB,1.51974169099342e+002°)
5.97939699453987e+002	(-5.07485268613416e+001dB,1.52049307111945e+002°)
6.00015595714339e+002	(-5.06942165156680e+001dB,1.52124264239848e+002°)
6.02098698964438e+002	(-5.06398717954414e+001dB,1.52199040155133e+002°)
6.04189034225142e+002	(-5.05854928325737e+001dB,1.52273634535294e+002°)
6.06286626604171e+002	(-5.05310797588585e+001dB,1.52348047063205e+002°)
6.08391501296415e+002	(-5.04766327059640e+001dB,1.52422277427101e+002°)
6.10503683584235e+002	(-5.04221518054274e+001dB,1.52496325320555e+002°)
6.12623198837765e+002	(-5.03676371886484e+001dB,1.52570190442448e+002°)
6.14750072515217e+002	(-5.03130889868825e+001dB,1.52643872496948e+002°)
6.16884330163188e+002	(-5.02585073312355e+001dB,1.52717371193485e+002°)
6.19025997416968e+002	(-5.02038923526570e+001dB,1.52790686246723e+002°)
6.21175100000844e+002	(-5.01492441819344e+001dB,1.52863817376537e+002°)
6.23331663728412e+002	(-5.00945629496868e+001dB,1.52936764307987e+002°)
6.25495714502887e+002	(-5.00398487863594e+001dB,1.53009526771289e+002°)
6.27667278317413e+002	(-4.99851018222171e+001dB,1.53082104501792e+002°)
6.29846381255375e+002	(-4.99303221873388e+001dB,1.53154497239951e+002°)
6.32033049490714e+002	(-4.98755100116121e+001dB,1.53226704731298e+002°)
6.34227309288240e+002	(-4.98206654247267e+001dB,1.53298726726416e+002°)
6.36429187003947e+002	(-4.97657885561693e+001dB,1.53370562980913e+002°)
6.38638709085332e+002	(-4.97108795352181e+001dB,1.53442213255395e+002°)
6.40855902071710e+002	(-4.96559384909367e+001dB,1.53513677315434e+002°)
6.43080792594534e+002	(-4.96009655521688e+001dB,1.53584954931546e+002°)
6.45313407377714e+002	(-4.95459608475331e+001dB,1.53656045879159e+002°)
6.47553773237939e+002	(-4.94909245054172e+001dB,1.53726949938587e+002°)
6.49801917085001e+002	(-4.94358566539728e+001dB,1.53797666895000e+002°)
6.52057865922113e+002	(-4.93807574211104e+001dB,1.53868196538396e+002°)
6.54321646846238e+002	(-4.93256269344936e+001dB,1.53938538663573e+002°)
6.56593287048412e+002	(-4.92704653215343e+001dB,1.54008693070098e+002°)
6.58872813814072e+002	(-4.92152727093875e+001dB,1.54078659562282e+002°)
6.61160254523383e+002	(-4.91600492249462e+001dB,1.54148437949145e+002°)
6.63455636651567e+002	(-4.91047949948362e+001dB,1.54218028044394e+002°)
6.65758987769233e+002	(-4.90495101454116e+001dB,1.54287429666385e+002°)
6.68070335542709e+002	(-4.89941948027492e+001dB,1.54356642638100e+002°)
6.70389707734372e+002	(-4.89388490926444e+001dB,1.54425666787116e+002°)
6.72717132202985e+002	(-4.88834731406056e+001dB,1.54494501945570e+002°)
6.75052636904028e+002	(-4.88280670718502e+001dB,1.54563147950136e+002°)
6.77396249890036e+002	(-4.87726310112994e+001dB,1.54631604641991e+002°)
6.79747999310934e+002	(-4.87171650835738e+001dB,1.54699871866784e+002°)
6.82107913414379e+002	(-4.86616694129886e+001dB,1.54767949474610e+002°)
6.84476020546096e+002	(-4.86061441235494e+001dB,1.54835837319973e+002°)
6.86852349150217e+002	(-4.85505893389472e+001dB,1.54903535261759e+002°)
6.89236927769628e+002	(-4.84950051825545e+001dB,1.54971043163208e+002°)
6.91629785046307e+002	(-4.84393917774206e+001dB,1.55038360891876e+002°)
6.94030949721669e+002	(-4.83837492462675e+001dB,1.55105488319612e+002°)
6.96440450636914e+002	(-4.83280777114854e+001dB,1.55172425322519e+002°)
6.98858316733370e+002	(-4.82723772951285e+001dB,1.55239171780930e+002°)
7.01284577052843e+002	(-4.82166481189111e+001dB,1.55305727579374e+002°)
7.03719260737963e+002	(-4.81608903042031e+001dB,1.55372092606541e+002°)
7.06162397032539e+002	(-4.81051039720262e+001dB,1.55438266755257e+002°)
7.08614015281903e+002	(-4.80492892430500e+001dB,1.55504249922450e+002°)
7.11074144933271e+002	(-4.79934462375876e+001dB,1.55570042009116e+002°)
7.13542815536089e+002	(-4.79375750755920e+001dB,1.55635642920290e+002°)
7.16020056742393e+002	(-4.78816758766524e+001dB,1.55701052565017e+002°)
7.18505898307163e+002	(-4.78257487599898e+001dB,1.55766270856313e+002°)
7.21000370088679e+002	(-4.77697938444539e+001dB,1.55831297711140e+002°)
7.23503502048886e+002	(-4.77138112485192e+001dB,1.55896133050371e+002°)
7.26015324253744e+002	(-4.76578010902809e+001dB,1.55960776798759e+002°)
7.28535866873598e+002	(-4.76017634874520e+001dB,1.56025228884906e+002°)
7.31065160183536e+002	(-4.75456985573591e+001dB,1.56089489241229e+002°)
7.33603234563753e+002	(-4.74896064169394e+001dB,1.56153557803930e+002°)
7.36150120499916e+002	(-4.74334871827368e+001dB,1.56217434512963e+002°)
7.38705848583532e+002	(-4.73773409708989e+001dB,1.56281119312003e+002°)
7.41270449512313e+002	(-4.73211678971733e+001dB,1.56344612148412e+002°)
7.43843954090545e+002	(-4.72649680769044e+001dB,1.56407912973210e+002°)
7.46426393229462e+002	(-4.72087416250303e+001dB,1.56471021741040e+002°)
7.49017797947610e+002	(-4.71524886560791e+001dB,1.56533938410138e+002°)
7.51618199371226e+002	(-4.70962092841664e+001dB,1.56596662942299e+002°)
7.54227628734608e+002	(-4.70399036229915e+001dB,1.56659195302847e+002°)
7.56846117380493e+002	(-4.69835717858348e+001dB,1.56721535460603e+002°)
7.59473696760432e+002	(-4.69272138855546e+001dB,1.56783683387851e+002°)
7.62110398435166e+002	(-4.68708300345839e+001dB,1.56845639060305e+002°)
7.64756254075010e+002	(-4.68144203449279e+001dB,1.56907402457083e+002°)
7.67411295460228e+002	(-4.67579849281605e+001dB,1.56968973560667e+002°)
7.70075554481418e+002	(-4.67015238954221e+001dB,1.57030352356877e+002°)
7.72749063139893e+002	(-4.66450373574163e+001dB,1.57091538834836e+002°)
7.75431853548069e+002	(-4.65885254244073e+001dB,1.57152532986938e+002°)
7.78123957929845e+002	(-4.65319882062172e+001dB,1.57213334808817e+002°)
7.80825408620997e+002	(-4.64754258122232e+001dB,1.57273944299317e+002°)
7.83536238069559e+002	(-4.64188383513550e+001dB,1.57334361460455e+002°)
7.86256478836218e+002	(-4.63622259320925e+001dB,1.57394586297393e+002°)
7.88986163594705e+002	(-4.63055886624626e+001dB,1.57454618818405e+002°)
7.91725325132183e+002	(-4.62489266500374e+001dB,1.57514459034846e+002°)
7.94473996349646e+002	(-4.61922400019310e+001dB,1.57574106961117e+002°)
7.97232210262312e+002	(-4.61355288247978e+001dB,1.57633562614640e+002°)
8.00000000000018e+002	(-4.60787932248296e+001dB,1.57692826015817e+002°)
8.02777398807620e+002	(-4.60220333077533e+001dB,1.57751897188007e+002°)
8.05564440045393e+002	(-4.59652491788289e+001dB,1.57810776157488e+002°)
8.08361157189429e+002	(-4.59084409428469e+001dB,1.57869462953429e+002°)
8.11167583832041e+002	(-4.58516087041260e+001dB,1.57927957607859e+002°)
8.13983753682167e+002	(-4.57947525665114e+001dB,1.57986260155632e+002°)
8.16809700565773e+002	(-4.57378726333721e+001dB,1.58044370634399e+002°)
8.19645458426259e+002	(-4.56809690075990e+001dB,1.58102289084573e+002°)
8.22491061324871e+002	(-4.56240417916028e+001dB,1.58160015549301e+002°)
8.25346543441106e+002	(-4.55670910873120e+001dB,1.58217550074434e+002°)
8.28211939073120e+002	(-4.55101169961709e+001dB,1.58274892708490e+002°)
8.31087282638150e+002	(-4.54531196191375e+001dB,1.58332043502628e+002°)
8.33972608672916e+002	(-4.53960990566816e+001dB,1.58389002510615e+002°)
8.36867951834042e+002	(-4.53390554087830e+001dB,1.58445769788795e+002°)
8.39773346898473e+002	(-4.52819887749295e+001dB,1.58502345396059e+002°)
8.42688828763888e+002	(-4.52248992541153e+001dB,1.58558729393813e+002°)
8.45614432449123e+002	(-4.51677869448386e+001dB,1.58614921845948e+002°)
8.48550193094593e+002	(-4.51106519451008e+001dB,1.58670922818808e+002°)
8.51496145962707e+002	(-4.50534943524039e+001dB,1.58726732381163e+002°)
8.54452326438301e+002	(-4.49963142637492e+001dB,1.58782350604173e+002°)
8.57418770029054e+002	(-4.49391117756356e+001dB,1.58837777561362e+002°)
8.60395512365922e+002	(-4.48818869840577e+001dB,1.58893013328586e+002°)
8.63382589203561e+002	(-4.48246399845049e+001dB,1.58948057984003e+002°)
8.66380036420760e+002	(-4.47673708719589e+001dB,1.59002911608040e+002°)
8.69387890020866e+002	(-4.47100797408928e+001dB,1.59057574283370e+002°)
8.72406186132226e+002	(-4.46527666852693e+001dB,1.59112046094873e+002°)
8.75434961008612e+002	(-4.45954317985396e+001dB,1.59166327129613e+002°)
8.78474251029660e+002	(-4.45380751736413e+001dB,1.59220417476805e+002°)
8.81524092701309e+002	(-4.44806969029977e+001dB,1.59274317227787e+002°)
8.84584522656235e+002	(-4.44232970785157e+001dB,1.59328026475986e+002°)
8.87655577654296e+002	(-4.43658757915851e+001dB,1.59381545316894e+002°)
8.90737294582969e+002	(-4.43084331330768e+001dB,1.59434873848036e+002°)
8.93829710457796e+002	(-4.42509691933418e+001dB,1.59488012168941e+002°)
8.96932862422828e+002	(-4.41934840622097e+001dB,1.59540960381112e+002°)
9.00046787751068e+002	(-4.41359778289873e+001dB,1.59593718587996e+002°)
9.03171523844926e+002	(-4.40784505824580e+001dB,1.59646286894959e+002°)
9.06307108236660e+002	(-4.40209024108799e+001dB,1.59698665409251e+002°)
9.09453578588832e+002	(-4.39633334019852e+001dB,1.59750854239983e+002°)
9.12610972694760e+002	(-4.39057436429783e+001dB,1.59802853498094e+002°)
9.15779328478969e+002	(-4.38481332205358e+001dB,1.59854663296325e+002°)
9.18958683997649e+002	(-4.37905022208042e+001dB,1.59906283749188e+002°)
9.22149077439113e+002	(-4.37328507293996e+001dB,1.59957714972940e+002°)
9.25350547124251e+002	(-4.36751788314065e+001dB,1.60008957085552e+002°)
9.28563131506998e+002	(-4.36174866113766e+001dB,1.60060010206684e+002°)
9.31786869174786e+002	(-4.35597741533279e+001dB,1.60110874457655e+002°)
9.35021798849018e+002	(-4.35020415407436e+001dB,1.60161549961413e+002°)
9.38267959385525e+002	(-4.34442888565715e+001dB,1.60212036842510e+002°)
9.41525389775036e+002	(-4.33865161832227e+001dB,1.60262335227076e+002°)
9.44794129143647e+002	(-4.33287236025706e+001dB,1.60312445242784e+002°)
9.48074216753288e+002	(-4.32709111959506e+001dB,1.60362367018830e+002°)
9.51365692002199e+002	(-4.32130790441585e+001dB,1.60412100685901e+002°)
9.54668594425400e+002	(-4.31552272274500e+001dB,1.60461646376151e+002°)
9.57982963695165e+002	(-4.30973558255400e+001dB,1.60511004223170e+002°)
9.61308839621503e+002	(-4.30394649176015e+001dB,1.60560174361960e+002°)
9.64646262152631e+002	(-4.29815545822650e+001dB,1.60609156928905e+002°)
9.67995271375457e+002	(-4.29236248976174e+001dB,1.60657952061747e+002°)
9.71355907516060e+002	(-4.28656759412018e+001dB,1.60706559899557e+002°)
9.74728210940176e+002	(-4.28077077900163e+001dB,1.60754980582711e+002°)
9.78112222153678e+002	(-4.27497205205134e+001dB,1.60803214252860e+002°)
9.81507981803067e+002	(-4.26917142085993e+001dB,1.60851261052905e+002°)
9.84915530675957e+002	(-4.26336889296333e+001dB,1.60899121126971e+002°)
9.88334909701567e+002	(-4.25756447584270e+001dB,1.60946794620382e+002°)
9.91766159951213e+002	(-4.25175817692436e+001dB,1.60994281679632e+002°)
9.95209322638799e+002	(-4.24595000357974e+001dB,1.61041582452360e+002°)
9.98664439121314e+002	(-4.24013996312532e+001dB,1.61088697087326e+002°)
1.00213155089933e+003	(-4.23432806282255e+001dB,1.61135625734382e+002°)
1.00561069961749e+003	(-4.22851430987781e+001dB,1.61182368544450e+002°)
1.00910192706502e+003	(-4.22269871144232e+001dB,1.61228925669492e+002°)
1.01260527517625e+003	(-4.21688127461213e+001dB,1.61275297262490e+002°)
1.01612078603106e+003	(-4.21106200642803e+001dB,1.61321483477416e+002°)
1.01964850185543e+003	(-4.20524091387549e+001dB,1.61367484469208e+002°)
1.02318846502197e+003	(-4.19941800388465e+001dB,1.61413300393746e+002°)
1.02674071805035e+003	(-4.19359328333022e+001dB,1.61458931407828e+002°)
1.03030530360789e+003	(-4.18776675903145e+001dB,1.61504377669142e+002°)
1.03388226451002e+003	(-4.18193843775209e+001dB,1.61549639336243e+002°)
1.03747164372083e+003	(-4.17610832620032e+001dB,1.61594716568529e+002°)
1.04107348435357e+003	(-4.17027643102871e+001dB,1.61639609526214e+002°)
1.04468782967116e+003	(-4.16444275883418e+001dB,1.61684318370308e+002°)
1.04831472308672e+003	(-4.15860731615798e+001dB,1.61728843262587e+002°)
1.05195420816408e+003	(-4.15277010948557e+001dB,1.61773184365575e+002°)
1.05560632861834e+003	(-4.14693114524665e+001dB,1.61817341842515e+002°)
1.05927112831634e+003	(-4.14109042981511e+001dB,1.61861315857347e+002°)
1.06294865127724e+003	(-4.13524796950892e+001dB,1.61905106574684e+002°)
1.06663894167299e+003	(-4.12940377059018e+001dB,1.61948714159789e+002°)
1.07034204382892e+003	(-4.12355783926503e+001dB,1.61992138778550e+002°)
1.07405800222424e+003	(-4.11771018168361e+001dB,1.62035380597457e+002°)
1.07778686149258e+003	(-4.11186080394004e+001dB,1.62078439783581e+002°)
1.08152866642253e+003	(-4.10600971207238e+001dB,1.62121316504546e+002°)
1.08528346195816e+003	(-4.10015691206256e+001dB,1.62164010928509e+002°)
1.08905129319961e+003	(-4.09430240983641e+001dB,1.62206523224137e+002°)
1.09283220540354e+003	(-4.08844621126355e+001dB,1.62248853560584e+002°)
1.09662624398379e+003	(-4.08258832215740e+001dB,1.62291002107467e+002°)
1.10043345451182e+003	(-4.07672874827513e+001dB,1.62332969034842e+002°)
1.10425388271733e+003	(-4.07086749531765e+001dB,1.62374754513187e+002°)
1.10808757448877e+003	(-4.06500456892952e+001dB,1.62416358713373e+002°)
1.11193457587390e+003	(-4.05913997469899e+001dB,1.62457781806646e+002°)
1.11579493308035e+003	(-4.05327371815790e+001dB,1.62499023964601e+002°)
1.11966869247618e+003	(-4.04740580478169e+001dB,1.62540085359164e+002°)
1.12355590059043e+003	(-4.04153623998936e+001dB,1.62580966162567e+002°)
1.12745660411364e+003	(-4.03566502914341e+001dB,1.62621666547328e+002°)
1.13137084989850e+003	(-4.02979217754985e+001dB,1.62662186686226e+002°)
1.13529868496033e+003	(-4.02391769045815e+001dB,1.62702526752283e+002°)
1.13924015647769e+003	(-4.01804157306120e+001dB,1.62742686918739e+002°)
1.14319531179290e+003	(-4.01216383049528e+001dB,1.62782667359035e+002°)
1.14716419841269e+003	(-4.00628446784005e+001dB,1.62822468246784e+002°)
1.15114686400869e+003	(-4.00040349011849e+001dB,1.62862089755758e+002°)
1.15514335641803e+003	(-3.99452090229690e+001dB,1.62901532059862e+002°)
1.15915372364393e+003	(-3.98863670928484e+001dB,1.62940795333114e+002°)
1.16317801385628e+003	(-3.98275091593512e+001dB,1.62979879749623e+002°)
1.16721627539217e+003	(-3.97686352704374e+001dB,1.63018785483570e+002°)
1.17126855675653e+003	(-3.97097454734992e+001dB,1.63057512709184e+002°)
1.17533490662268e+003	(-3.96508398153600e+001dB,1.63096061600725e+002°)
1.17941537383291e+003	(-3.95919183422744e+001dB,1.63134432332461e+002°)
1.18351000739910e+003	(-3.95329810999280e+001dB,1.63172625078648e+002°)
1.18761885650327e+003	(-3.94740281334369e+001dB,1.63210640013511e+002°)
1.19174197049819e+003	(-3.94150594873474e+001dB,1.63248477311218e+002°)
